username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,followers,text,hashtags
aruman77447998,"dibuat simple, bebas tulis twittt yg penting TDK membuat gaduh .#netral","Pekalongan Barat, Indonesia",1430,174,6191,9/12/2015 0:54,12/18/2020 11:37,0,"Satu harapan baru adalah vaksin disamping tetap menerapkan 3M...mngingat covid ini msh tinggi .....rencana2 yg tlh dipikirkan : misal sekolah ,kuliah tatap muka mungkin blm bisa terealisasi jika covid msh blm reda.#vaksin satu harapan","[{'text': 'vaksin', 'indices': [214, 221]}]"
ArmeenaIsabella,Semangat Pagi!,,39,7,49,7/22/2020 4:32,12/18/2020 11:32,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
EnergiBangsa,"Gerakan jurnalisme positif yang mengusung semangat dalam bekerja dan berkarya nyata untuk kemajuan bangsa. 
(Nyali Kita Nyala Indonesia)",Indonesia,121,83,799,6/24/2019 9:28,12/18/2020 11:30,0,"Gratiskan #vaksin #covid19 di tahun 2021 mendatang, udah siap?

https://t.co/8SHtgu1ngS","[{'text': 'vaksin', 'indices': [10, 17]}, {'text': 'covid19', 'indices': [18, 26]}]"
RakyatMerdeka99,Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,"Graha Pena, Kebayoran Lama 12",201,1565,35694,3/22/2016 13:54,12/18/2020 11:29,0,"Kembali Tegaskan Siap Divaksin Pertama Jokowi: Kayak Digigit Semut, Tik Gitu Aja

@jokowi #VaksinCovid19 #orangpertama #BPOM #meyakinkanpedagangdanpublik #vaksinasiaman #RakyatMerdeka #RMCoid https://t.co/TX5HbyPkQR","[{'text': 'VaksinCovid19', 'indices': [90, 104]}, {'text': 'orangpertama', 'indices': [105, 118]}, {'text': 'BPOM', 'indices': [119, 124]}, {'text': 'meyakinkanpedagangdanpublik', 'indices': [125, 153]}, {'text': 'vaksinasiaman', 'indices': [154, 168]}, {'text': 'RakyatMerdeka', 'indices': [169, 183]}, {'text': 'RMCoid', 'indices': [184, 191]}]"
AskaraOfficial,"Media Nasional Sahabat Indonesia -
Instagram & Facebook: Askara Official",Jakarta,2746,2921,3591,2/18/2020 9:14,12/18/2020 11:24,0,"Denda Penolak Vaksin Dinilai Memaksa, Warga Ini Gugat ke MA #vaksin #COVID19 #news #Indonesia https://t.co/xKpgAiRc5O","[{'text': 'vaksin', 'indices': [60, 67]}, {'text': 'COVID19', 'indices': [68, 76]}, {'text': 'news', 'indices': [77, 82]}, {'text': 'Indonesia', 'indices': [83, 93]}]"
GoodLuckRyooo,Do more of what makes you happy - Badminton loper 🏸 - 🇲🇨 - #BTC #ETH,,732,379,2639,11/14/2017 16:35,12/18/2020 11:22,5,"Twitter mengumumkan bahawa mereka akan menghapus sebuah postingan tweet yang mengklaim berita palsu atau menyesatkan tentang vaksin COVID-19. #Twitter #VaksinCovid19  

via @detikinet https://t.co/R9a9u0mdxu",[]
dir1ku,"only a man, simple, like traveling, music, reading, culinary, discuss and everything is easy",Malang,2457,1949,36015,8/12/2009 12:58,12/18/2020 11:21,1,"Lugas dan Jelas
Terima Kasih Pak Presiden Joko Widodo @jokowi
#VaksinUntukRakyat #VaksinGratis #VaksinUntukSemua #VaksinForAll #ProtokolKesehatan
#PercayaJokowi  https://t.co/WLPVjf07jh","[{'text': 'VaksinUntukRakyat', 'indices': [62, 80]}, {'text': 'VaksinGratis', 'indices': [81, 94]}, {'text': 'VaksinUntukSemua', 'indices': [95, 112]}, {'text': 'VaksinForAll', 'indices': [113, 126]}, {'text': 'ProtokolKesehatan', 'indices': [127, 145]}, {'text': 'PercayaJokowi', 'indices': [146, 160]}]"
arifnst99,Wartawan,"Medan Area, Indonesia",271,67,5324,1/14/2018 4:44,12/18/2020 11:19,5,"Twitter mengumumkan bahawa mereka akan menghapus sebuah postingan tweet yang mengklaim berita palsu atau menyesatkan tentang vaksin COVID-19. #Twitter #VaksinCovid19  

via @detikinet https://t.co/R9a9u0mdxu",[]
detikinet,Akun resmi situs berita internet & teknologi . Update Banget! Contact: redaksi@detikinet.com | promosi@detik.com | instagram @detikinet,"Jakarta, Indonesia",11,713475,123916,4/22/2010 8:58,12/18/2020 11:16,0,Twitter mengumumkan bahawa mereka akan menghapus sebuah postingan tweet yang mengklaim berita palsu atau menyesatkan tentang vaksin COVID-19. #Twitter #VaksinCovid19   https://t.co/BNpjRshFoE,"[{'text': 'Twitter', 'indices': [142, 150]}, {'text': 'VaksinCovid19', 'indices': [151, 165]}]"
KaruaTresya,Smiles are the language of love...,"Jakarta, Indonesia",443,87,301,7/26/2011 12:35,12/18/2020 11:16,0,"Optimis penggunaan vaksin di Indonesia berjalan dgn lancar !
#indonesiabebascovid
#VaksinUntukKita","[{'text': 'indonesiabebascovid', 'indices': [61, 81]}, {'text': 'VaksinUntukKita', 'indices': [82, 98]}]"
nyaiagengjogja_,🍂 Penikmat Kejawen & Tarian || Akun ke-2 @nyai_agengjogja || #Folback100💯,"Yogyakarta, Indonesia",1751,1513,1136,10/16/2020 18:08,12/18/2020 11:13,5,"Silahkan yaa... baru mulai nih. Yang mau daftar 👇👇

Link Registrasi:
https://t.co/DBo6PKVIB4

Link Streaming Youtube:
https://t.co/m2HYoqNjSX

*Link Zoom:*
https://t.co/bsQARfzYIy

#VaksinUntukKita https://t.co/xghfmpAUlt",[]
AsepW83497854,,,140,179,36718,4/2/2018 14:45,12/18/2020 11:12,5,"Kumpulan rakyat Brazil  yang enggan disuntik vaksin Covid-19 meningkat kepada 22 peratus berbanding sembilan peratus pada Ogos lalu. 

Berita terkini berkaitan Covid-19 di https://t.co/drIhMb5pF7

#sinarharian #coronavirus #Brazil #vaksin https://t.co/8dTEaLrThK",[]
CakSugiman,"SETIA SUPPORT 
#LaskarBerbagiKasih 
#NKRIBebasTPPU 
#KantinDapurUmumUntukSesama 
|||
Berjualan di #PawonLucy Program berbagi #BerbukaPuasa & #JumatBerkah 🙏","Jombang, Indonesia",2882,2806,42177,8/30/2013 4:19,12/18/2020 11:09,9,Silahken pilih sesuai selera &amp; daerahnya #VaksinUntukKita https://t.co/BqsE1jd3g8,"[{'text': 'VaksinUntukKita', 'indices': [61, 77]}]"
CakSugiman,"SETIA SUPPORT 
#LaskarBerbagiKasih 
#NKRIBebasTPPU 
#KantinDapurUmumUntukSesama 
|||
Berjualan di #PawonLucy Program berbagi #BerbukaPuasa & #JumatBerkah 🙏","Jombang, Indonesia",2882,2806,42177,8/30/2013 4:19,12/18/2020 11:09,23,"Aku Siap Divaksin, Anda?
#VaksinUntukKita https://t.co/pUbLQqYjSp","[{'text': 'VaksinUntukKita', 'indices': [41, 57]}]"
Rintisjunimalk1,"Buat yg butuh rumah atau tanah di sekitaran Sukabumi jawa barat khususnya daerah pariwisata situ gunung bisa DM gue, banyak tipe dan strategis.","Jawa Barat, Indonesia",238,63,582,10/31/2020 17:43,12/18/2020 11:04,5,"Twitter mengumumkan bahawa mereka akan menghapus sebuah postingan tweet yang mengklaim berita palsu atau menyesatkan tentang vaksin COVID-19. #Twitter #VaksinCovid19  

via @detikinet https://t.co/R9a9u0mdxu",[]
PriskyPribadi07,Indonesia Next Top Model || Good Friends || The Return Of Superman || Diary Bahagia,"Depok, Jawa Barat",390,198,20608,10/24/2020 22:08,12/18/2020 11:04,5,"Twitter mengumumkan bahawa mereka akan menghapus sebuah postingan tweet yang mengklaim berita palsu atau menyesatkan tentang vaksin COVID-19. #Twitter #VaksinCovid19  

via @detikinet https://t.co/R9a9u0mdxu",[]
detikcom,Official Twitter of https://t.co/oOBkZ1EQMA. redaksi@detik.com | promosi@detik.com | Android: https://t.co/uBAYnisH9r iPhone: https://t.co/36uDqdyxKN,"Jakarta, Indonesia",30,16442549,1737741,8/27/2009 3:03,12/18/2020 11:03,5,"Twitter mengumumkan bahawa mereka akan menghapus sebuah postingan tweet yang mengklaim berita palsu atau menyesatkan tentang vaksin COVID-19. #Twitter #VaksinCovid19  

via @detikinet https://t.co/R9a9u0mdxu","[{'text': 'Twitter', 'indices': [142, 150]}, {'text': 'VaksinCovid19', 'indices': [151, 165]}]"
netralnews,"Akun Resmi https://t.co/9YQ7Wv9dd8
Cermin Bangsa","Jakarta Capital Region, Indone",163,1589,137930,2/12/2016 12:00,12/18/2020 11:01,0,"Rupiah Jumat (18/12/2020) sore ditutup melemah 2 poin atau 0,02 persen ke posisi Rp14.110 per dolar AS dari posisi penutupan hari sebelumnya Rp14.108 per dolar AS.

#KursRupiah #KursDolar #VaksinCovid19

https://t.co/buzXVUmd02","[{'text': 'KursRupiah', 'indices': [165, 176]}, {'text': 'KursDolar', 'indices': [177, 187]}, {'text': 'VaksinCovid19', 'indices': [188, 202]}]"
Maruf76691597,Humanity Is Number One,"Kota Baubau, Sulawesi Tenggara",66,76,1395,3/25/2020 8:23,12/18/2020 11:01,0,"Anggota DPR Minta Jubir Jokowi Cegah Simpang Siur soal Vaksin Corona Gratis
@marwan_jafar
@KemenBUMN
@KemensetnegRI
@mohmahfudmd
#VaksinUntukKita #vaksingratis
 https://t.co/X7eSy7Y0kX","[{'text': 'VaksinUntukKita', 'indices': [129, 145]}, {'text': 'vaksingratis', 'indices': [146, 159]}]"
Danyananda_,"Trash
82%human",,5,2,27,11/19/2019 1:05,12/18/2020 10:59,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6",[]
Maruf76691597,Humanity Is Number One,"Kota Baubau, Sulawesi Tenggara",66,76,1395,3/25/2020 8:23,12/18/2020 10:58,0,"Marwan Jafar: Alhamdulillah, Vaksin Gratis buat Rakyat, terpenting Aman dan Transparan
@jokowi
@marwan_jafar
@KemenBUMN
@kemendagri
#VaksinUntukKita #vaksingratis #bumnuntukindonesia https://t.co/oNfdAp1Ns2","[{'text': 'VaksinUntukKita', 'indices': [132, 148]}, {'text': 'vaksingratis', 'indices': [149, 162]}, {'text': 'bumnuntukindonesia', 'indices': [163, 182]}]"
KITA_official_,"Tidak Ada Kami
Tidak Ada Kamu
Yang Ada KITA 
KITA Indonesia",Indonesia,24,44,603,9/14/2020 4:51,12/18/2020 10:54,0,"KITA Kerapatan Indonesia Tanah Air 
@kang_maman72 
@ayepzaki_ayep 
#KITA 
#KITAIndonesia 
#Indonesia 
#IniKekuatanKita 
#VaksinUntukKita 
#FridayThoughts 
#weekendvibes 
#ometv https://t.co/xEAquwUyRQ","[{'text': 'KITA', 'indices': [67, 72]}, {'text': 'KITAIndonesia', 'indices': [74, 88]}, {'text': 'Indonesia', 'indices': [90, 100]}, {'text': 'IniKekuatanKita', 'indices': [102, 118]}, {'text': 'VaksinUntukKita', 'indices': [120, 136]}, {'text': 'FridayThoughts', 'indices': [138, 153]}, {'text': 'weekendvibes', 'indices': [155, 168]}, {'text': 'ometv', 'indices': [170, 176]}]"
MbahPompi,rakyat waras,"Yogyakarta, Indonesia",1312,1059,174,11/25/2019 20:35,12/18/2020 10:49,0,"OMONGAN PARA PECUNDANG PENGECUT:
""sehrsnya Jkw yg pertama kali divaksin .....""
Wis jan angel temen tuturane  ....
#vaksingratisuntukrakyat #VaksinCovid19","[{'text': 'vaksingratisuntukrakyat', 'indices': [114, 138]}, {'text': 'VaksinCovid19', 'indices': [139, 153]}]"
AfganHendrakus1,Keep your face to the sunshine and you cannot see a shadow.,,36,4,122,6/11/2020 2:16,12/18/2020 10:48,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
PNerus,,,410,114,24233,1/1/2019 2:45,12/18/2020 10:45,3,"[Video] Pandangan rakyat Malaysia tentang peningkatan sasaran pemberian vaksin COVID-19 kepada 70 peratus.

https://t.co/SHsPVfcjsM

#VaksinCOVID19 
@kkmm_gov @saifuddinabd  
@Khairykj @officialmosti https://t.co/O614KYM6Bh",[]
KPolanharjo,koramil 15 polanharjo,Polanharjo Klaten ,340,489,3411,2/13/2018 2:42,12/18/2020 10:45,43,"Kapuspen TNI: TNI Dukung Program Pelaksanaan Vaksinasi Nasional

#tni #puspentni #vaksin #COVID19 https://t.co/fvsxIatr8t","[{'text': 'tni', 'indices': [81, 85]}, {'text': 'puspentni', 'indices': [86, 96]}, {'text': 'vaksin', 'indices': [97, 104]}, {'text': 'COVID19', 'indices': [105, 113]}]"
inewsdotid,"Official Twitter of https://t.co/VcBPTpbkAZ, MNC Media Group | redaksi@inews.id | sales@inews.id | Android : https://t.co/ZZuh3jfXGC iPhone : https://t.co/Qtp13CrCFh","Jakarta, Indonesia",182,2387,124693,12/22/2017 12:20,12/18/2020 10:45,0,"Presiden Joko Widodo berharap seluruh masyarakat tidak ragu untuk divaksinasi Covid-19.

#COVID19 #Covid_19 #Vaksin 

https://t.co/zCwH5eF4Dd","[{'text': 'COVID19', 'indices': [89, 97]}, {'text': 'Covid_19', 'indices': [98, 107]}, {'text': 'Vaksin', 'indices': [108, 115]}]"
percayaNgl,,indonesia,847,330,4595,11/15/2011 6:49,12/18/2020 10:39,1,"Yuk ah, sama-sama saling jaga dengan 3M sambil nunggu vaksinnya siap!
Sumber: https://t.co/dhuI57amPs

#VaksinUntukKita","[{'text': 'VaksinUntukKita', 'indices': [124, 140]}]"
koolfmmy,Frekuensi : L.Klang:101.3FM P.Penang:90.2FM K.Terengganu : 93.6 FM K.Bahru : 88.6 FM Alor Setar: 107.3 FM SUARA SEMASA.,"Petaling Jaya, Selangor",972,13016,20173,11/16/2015 3:12,12/18/2020 10:39,0,"Vaksin halal atau haram? Ini penjelasan daripada Ustaz Dato Dr Haji Mohd Izhar.

Dengarkan Kool FM AG, Haiza &amp; Muaz di Catch Up Kool sekarang!

#CatchUpKool #KoolFMAGHaizaMuaz #vaksincovid19 

https://t.co/GYdAQeqwiV","[{'text': 'CatchUpKool', 'indices': [148, 160]}, {'text': 'KoolFMAGHaizaMuaz', 'indices': [161, 179]}, {'text': 'vaksincovid19', 'indices': [180, 194]}]"
percayaNgl,,indonesia,847,330,4595,11/15/2011 6:49,12/18/2020 10:38,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6",[]
AdiputeraAyiz,"Just living is not enough. One must have sunshine, freedom, and a little flower",,24,2,100,6/12/2020 4:19,12/18/2020 10:35,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
abdoel_ibrahim,"Tidak perlu membeli banyak, yang terpenting adalah memilihnya dengan baik",,66,52,239,6/6/2020 5:10,12/18/2020 10:31,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
aarifasophia,"A single rose can be my garden a single friend, my world",,60,3,64,6/12/2020 3:41,12/18/2020 10:27,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
a_isaando,,,24,1,15,3/2/2016 9:42,12/18/2020 10:26,0,"Bentar lagi #vaksin akan jadi kewajiban, sebelum sekolah wajib fucksin ,lamar kerja wajib fucksin, berpergian wajib fucksin , awalnya mungkin gratis buat meyakinkan bahwa fucksin aman,selanjutnya berbayar tiap bulan (logikaliar), awalnya cuma kartu,setelah itu chip id.#plandemi","[{'text': 'vaksin', 'indices': [12, 19]}, {'text': 'plandemi', 'indices': [269, 278]}]"
imanXpermana,"Fandom, literacy and pop culture l Post Man @PosCinta 
l imankonoha.iman@gmail.com 
l https://t.co/S16uG44WDI",,376,4020,220915,6/1/2009 3:50,12/18/2020 10:20,0,Silakeun. #Vaksin #Covid_19 https://t.co/7kYqmSzKsH,"[{'text': 'Vaksin', 'indices': [10, 17]}, {'text': 'Covid_19', 'indices': [18, 27]}]"
dsatuempatlima2,Promosi dagangan hiburan,,516,245,1735,5/9/2020 6:28,12/18/2020 10:19,1,"Para pecundang negri ini minta Presiden @jokowi 
Woi pecundang @hnurwahid  @aagym 
Presiden @jokowi itu bkn pecundang macem elu
#VaksinUntukKita 
#coronavirus 
#KitaBersamaJokowi 
#DoaTerbaikUntukJokowi","[{'text': 'VaksinUntukKita', 'indices': [128, 144]}, {'text': 'coronavirus', 'indices': [146, 158]}, {'text': 'KitaBersamaJokowi', 'indices': [160, 178]}, {'text': 'DoaTerbaikUntukJokowi', 'indices': [180, 202]}]"
alex_raja_aurel,‎​بِسْــــــمِ اللّهِ الرَّحْمَنِ الرَّحِيْم,,124,13,32,6/13/2010 1:51,12/18/2020 10:19,0,"Saya siap untuk di vaksin

#VaksinUntukKita #jokowi","[{'text': 'VaksinUntukKita', 'indices': [27, 43]}, {'text': 'jokowi', 'indices': [44, 51]}]"
Tarmuji49835502,Hidup adalah perjuangan dan doa,,23,0,2,10/23/2020 13:45,12/18/2020 10:19,0,"Bissmillah semoga dengan adanya vaksin ini bisa memberikan semangat hidup masyarakat melawan corona..
#VaksinUntukKita","[{'text': 'VaksinUntukKita', 'indices': [102, 118]}]"
alficopermana__,"complicated guy, sorry",,112,74,1784,4/5/2019 11:35,12/18/2020 10:19,5,"Nah siapa nih yang udah kangen beraktivitas? Semoga dengan adanya vaksin bisa ngebantu untuk memutus penyebaran virus covid-19 ya, supaya kita semua bisa cepat-cepat kembali melakukan kegiatan yang udah lama ga dilakukan :) 

#VaksinUntukKita https://t.co/Rl54zbhuP8",[]
Ibrahim1955,Tinggal di Machang Kelantan.Mantan tim.Pengrah JTK. USM dalam Sosilogi dan minor politik. Pernah menjadi stringer Bh 1982.,kg Besar Semerak Pasir Puteh ,224,31,442,10/29/2010 6:03,12/18/2020 10:18,1,Singapura merancang meningkatkan kedudukan sebagai hab kargo udara selain memastikan vaksin COVID-19 dapat diagihkan ke seluruh rantau ini. #FMTNews #Singapura #Changi #Vaksin #Covid19 https://t.co/ku6ClMOWkj,[]
onenewsofficial,"MyFreeView 123 - SLOT ON VIRAL 
FB: onenews
IG: onenewsonlineofficial
email: malaysiaonenews@gmail.com","Kuala Lumpur, Malaysia",1328,3682,143086,4/9/2013 1:59,12/18/2020 10:18,0,"Ketahui kandungan dalam vaksin @KKMPutrajaya

#onenews #Vaksin https://t.co/Togjbl1dIQ","[{'text': 'onenews', 'indices': [46, 54]}, {'text': 'Vaksin', 'indices': [55, 62]}]"
VaksinUntukKita,"Tempat buat saling kasih semangat

-Cari tahu sama-sama informasi tentang vaksin 
-Belajar sama-sama lewat faktanya
-Sama-sama untuk tetap jalanin protokol 3M",Indonesia,3,4998,295,11/8/2020 15:48,12/18/2020 10:14,1,"Yuk ah, sama-sama saling jaga dengan 3M sambil nunggu vaksinnya siap!
Sumber: https://t.co/dhuI57amPs

#VaksinUntukKita","[{'text': 'VaksinUntukKita', 'indices': [103, 119]}]"
VaksinUntukKita,"Tempat buat saling kasih semangat

-Cari tahu sama-sama informasi tentang vaksin 
-Belajar sama-sama lewat faktanya
-Sama-sama untuk tetap jalanin protokol 3M",Indonesia,3,4998,295,11/8/2020 15:48,12/18/2020 10:14,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6","[{'text': 'VaksinUntukKita', 'indices': [204, 220]}]"
mubadalah_id,Official Account of https://t.co/KFbPhBeGA0. Inspirasi Keadilan Relasi. Temukan kami di IG dan FB: @mubadalah.id,,41,1060,2284,12/4/2019 7:04,12/18/2020 10:12,1,"Penemuan Vaksin Corona, dan Kisah Pasangan Ilmuwan https://t.co/B5XboXjAlm

#pasangan #pernikahan #kesalingan #kemaslahatan #vaksin #covid19 #intelektual #spiritual #samawa #ilmuwan #mubadalahid","[{'text': 'pasangan', 'indices': [76, 85]}, {'text': 'pernikahan', 'indices': [86, 97]}, {'text': 'kesalingan', 'indices': [98, 109]}, {'text': 'kemaslahatan', 'indices': [110, 123]}, {'text': 'vaksin', 'indices': [124, 131]}, {'text': 'covid19', 'indices': [132, 140]}, {'text': 'intelektual', 'indices': [141, 153]}, {'text': 'spiritual', 'indices': [154, 164]}, {'text': 'samawa', 'indices': [165, 172]}, {'text': 'ilmuwan', 'indices': [173, 181]}, {'text': 'mubadalahid', 'indices': [182, 194]}]"
fmtoday,Free and Independent #FMTNews Telegram: https://t.co/Xs6LInzbeK,Malaysia,1,165092,231698,1/5/2010 16:17,12/18/2020 10:11,1,Singapura merancang meningkatkan kedudukan sebagai hab kargo udara selain memastikan vaksin COVID-19 dapat diagihkan ke seluruh rantau ini. #FMTNews #Singapura #Changi #Vaksin #Covid19 https://t.co/ku6ClMOWkj,"[{'text': 'FMTNews', 'indices': [140, 148]}, {'text': 'Singapura', 'indices': [149, 159]}, {'text': 'Changi', 'indices': [160, 167]}, {'text': 'Vaksin', 'indices': [168, 175]}, {'text': 'Covid19', 'indices': [176, 184]}]"
GuineeTags,"Suivez là, la situation du #COVID19 en #GUINEE #COVID19GN #Coronavirus","Paris, France",1,8046,69759,11/6/2014 13:07,12/18/2020 10:06,1,"Ayo smart netizen, walau vaksin sudah datang, kita harus tetap menerapkan protokol kesehatan 3M. Kita bersyukur memiliki pemerintah yang peduli dengan rakyat hingga menggratiskan vaksin kepada seluruh masyarakat.

#vaksin
#covid19
#pedulirakyat https://t.co/dRMzAeYKp3",[]
KaltimOfficial,"Informasi memggambarkan kepribadianmu, ingatanmu, keahlianmu.",,30,1,8,12/16/2020 15:43,12/18/2020 10:06,1,"Ayo smart netizen, walau vaksin sudah datang, kita harus tetap menerapkan protokol kesehatan 3M. Kita bersyukur memiliki pemerintah yang peduli dengan rakyat hingga menggratiskan vaksin kepada seluruh masyarakat.

#vaksin
#covid19
#pedulirakyat https://t.co/dRMzAeYKp3","[{'text': 'vaksin', 'indices': [214, 221]}, {'text': 'covid19', 'indices': [222, 230]}, {'text': 'pedulirakyat', 'indices': [231, 244]}]"
mdonhim,Jabatan Penerangan Daerah Betong,Betong,35,56,10615,2/26/2020 3:22,12/18/2020 9:58,4,"@JPenerangan RT @JPenerangan: Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan
#sodiakroks  https://t.co/uCjLBqAlyC",[]
