username,tweetcreatedts,text,tweet_clean,tweet_english
_rizdika,8/27/2013 13:06,"Dalam buku yang saya tulis, ada satu bab yang bahas sedikit soal vaksin. Peran vaksin adalah membentuk kekebalan kelompok secara lebih rapi dan lebih cepat. Lebih terukur dan bisa mencegah lebih banyak lagi pasien.

#VaksinUntukKita #VaksinUntukSemua #SehatUntukSemua","Dalam buku yang saya tulis, ada satu bab yang bahas sedikit soal vaksin. Peran vaksin adalah membentuk kekebalan kelompok secara lebih rapi dan lebih cepat. Lebih terukur dan bisa mencegah lebih banyak lagi pasien. #VaksinUntukKita #VaksinUntukSemua #SehatUntukSemua","In the book I wrote, there is a chapter that discusses a little about vaccines. The role of vaccines is to form herd immunity in a neater and faster way. More scalable and can prevent more patients. #VaccineFor Us #VaccineForAll #HealthyForAll "
RoffeeMohamad,8/6/2014 23:19,"Ketahui bagaimana vaksin berfungsi dalam badan kita. 

#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan https://t.co/r4kHNP5yrX",Ketahui bagaimana vaksin berfungsi dalam badan kita. #KomunikasiKita #VaksinCovid19 #JabatanPenerangan,Learn how vaccines work in our bodies. #KomunikasiKita # VaksinCovid19 #JabatanPenerangan 
adam_godamm,10/7/2012 2:12,Mana sempat keburu wafat #VaksinUntukKita,Mana sempat keburu wafat #VaksinUntukKita,Where had time to die #VaksinUntukKita 
HazamiHabib,11/4/2014 2:35,"Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FASc, Felo @akademisainsmy  bagi membicarakan topik mengenai Vaksin Dalam Kehidupan.

Jam 10.15 pagi, pada Rabu, 23 Disember 2020. Ikutinya melalui @bernamaradio
.
#mosti
#STIE
#vaksin https://t.co/pbUQYJLKRU","Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FASc, Felo @akademisainsmy bagi membicarakan topik mengenai Vaksin Dalam Kehidupan. Jam 10.15 pagi, pada Rabu, 23 Disember 2020. Ikutinya melalui @bernamaradio . #mosti #STIE #vaksin","Together with YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FASc, Fellow @akademisainsmy to discuss the topic of Vaccines in Life. 10.15 am, on Wednesday, 23 December 2020. Follow it via @bernamaradio. #mosti #STIE #vaksin "
ilvindmie,7/12/2014 7:19,"Menanggapi berita tolak vaksin Covid-19, Pengurus Besar Ikatan Dokter Indonesia memberikan klarifikasinya melalui jumpa pers di Kantor Sekretariat PB IDI.
#VaksinUntukKita https://t.co/aDU9qpRuP8","Menanggapi berita tolak vaksin Covid-19, Pengurus Besar Ikatan Dokter Indonesia memberikan klarifikasinya melalui jumpa pers di Kantor Sekretariat PB IDI. #VaksinUntukKita","Responding to the news of rejecting the Covid-19 vaccine, the Executive Board of the Indonesian Doctors Association gave a clarification through a press conference at the PB IDI Secretariat Office. #VaccinesFor Us "
StephanyJLY,1/6/2013 12:24,"Kalian bisa baca selengkapnya ya tentang statement bapak Presiden Jokowi mengenai vaksin covid-19 digratiskan disini yaa:
https://t.co/KXNDkSQoQy

#VaksinUntukKita",Kalian bisa baca selengkapnya ya tentang statement bapak Presiden Jokowi mengenai vaksin covid-19 digratiskan disini yaa: #VaksinUntukKita,You can read in full about President Jokowi's statement regarding the free covid-19 vaccine here: #VaksinUntukKita 
AmienBudin,8/19/2020 5:59,"Ketahui bagaimana vaksin berfungsi dalam badan kita. 

#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan https://t.co/r4kHNP5yrX",Ketahui bagaimana vaksin berfungsi dalam badan kita. #KomunikasiKita #VaksinCovid19 #JabatanPenerangan,Learn how vaccines work in our bodies. #KomunikasiKita # VaksinCovid19 #JabatanPenerangan 
zarul5872,6/29/2009 16:32,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
LynMukhtar,1/10/2011 3:04,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
__pul__,11/8/2020 3:54,"Terus patuhi SOP walaupun terima suntikan #vaksin #COVID19

https://t.co/uqeeGDvF1Y https://t.co/O3aDTBboWI",Terus patuhi SOP walaupun terima suntikan #vaksin #COVID19,Continue to comply with the SOP even if you receive the # COVID19 vaccine 
AmienBudin,8/19/2020 5:59,"COVID-19 | Proses Pendaftaran Vaksin, Apa Yang Anda Perlu Tahu?

Sebelum vaksin diedarkan, terdapat beberapa peringkat perlu dilalui agar ia terbukti selamat untuk kita semua.

#VaksinCOVID19
#KomunikasiKita
#JabatanPenerangan https://t.co/TlxnmZ6Anb","COVID-19 | Proses Pendaftaran Vaksin, Apa Yang Anda Perlu Tahu? Sebelum vaksin diedarkan, terdapat beberapa peringkat perlu dilalui agar ia terbukti selamat untuk kita semua. #VaksinCOVID19 #KomunikasiKita #JabatanPenerangan","COVID-19 | Vaccine Registration Process, What Do You Need to Know? Before the vaccine is distributed, there are several stages to go through so that it proves safe for all of us. # VaccineCOVID19 #OurCommunication #Department of Information "
noraahasana,5/12/2018 8:41,"Terus patuhi SOP walaupun terima suntikan #vaksin #COVID19

https://t.co/uqeeGDvF1Y https://t.co/O3aDTBboWI",Terus patuhi SOP walaupun terima suntikan #vaksin #COVID19,Continue to comply with the SOP even if you receive the # COVID19 vaccine 
LynnRahman5,6/11/2017 19:25,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
PMR_Ranau,2/13/2020 6:54,"VAKSIN COVID19 - PM ANTARA INDIVIDU TERAWAL BAKAL TERIMA SUNTIKAN

Sumber : Majlis Keselamatan Negara

#JaPenSabah 
#VaksinCovid19 
#KomunikasiKita https://t.co/NuDtrHQ8uL",VAKSIN COVID19 - PM ANTARA INDIVIDU TERAWAL BAKAL TERIMA SUNTIKAN Sumber : Majlis Keselamatan Negara #JaPenSabah #VaksinCovid19 #KomunikasiKita,COVID19 VACCINE - PM AMONG EARLY INDIVIDUALS WILL RECEIVE INJECTIONS Source: National Security Council #JaPenSabah # VaksinCovid19 #KomunikasiKita 
UdinSyai,6/24/2013 6:24,"Setelah penantian yang begitu panjang, akhirnya secara bertahap vaksin Covid-19 yang udah kita tunggu-tunggu datang juga nih! 
#VaksinUntukKita https://t.co/guUR42nvgY","Setelah penantian yang begitu panjang, akhirnya secara bertahap vaksin Covid-19 yang udah kita tunggu-tunggu datang juga nih! #VaksinUntukKita","After such a long wait, finally the Covid-19 vaccine that we have been waiting for has arrived! #VaccinesFor Us "
089Fiona,8/8/2020 7:00,"Kebijakan pak Presiden @jokowi menggratiskan vaksin sudah mendapat beragam apresiasi. Memang vaksin ini jadi hak warga negara &amp;menjadi langkah tepat utk mendukung tercapainya target herd immunity
#EkonomiIndonesia
#IndonesiaMaju
#PEN
#CiptaKerja
#KitaButuhCiptaKerja
#VaksinGratis https://t.co/oR5pwr0KRL",Kebijakan pak Presiden @jokowi menggratiskan vaksin sudah mendapat beragam apresiasi. Memang vaksin ini jadi hak warga negara &amp;menjadi langkah tepat utk mendukung tercapainya target herd immunity #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis,"The President's policy of @jokowi has received various appreciations. Indeed, this vaccine is the right of citizens & is the right step to support the achievement of the herd immunity target #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis "
irfaanfikri,8/19/2014 16:12,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
amirulimananuar,5/14/2009 16:49,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
gerwwords,3/22/2020 9:07,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF","Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. #VaksinUntukKita","There are no tired words for them to fight Covid-19 at the Athlete's House. Now, it is time for all of us to #BackBone against this pandemic by equally disciplined applying the 3M protocol. #VaccinesFor Us "
frenzsmy,7/28/2016 9:50,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
DrAdhamBaba,3/10/2020 8:15,"Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin

Astrazeneca to supply Malaysia 6.4 mln vaccine doses

#VaksinCovid19 #vaccines  
@MuhyiddinYassin @DrAdhamBaba @Khairykj 
@AstraZeneca @KKMPutrajaya @officialmosti 

[Infografik / Infographics] https://t.co/Xc9a2zVoaw",Astrazeneca bekalkan Malaysia 6.4 juta dos vaksin Astrazeneca to supply Malaysia 6.4 mln vaccine doses #VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics],Astrazeneca supplies Malaysia 6.4 million doses of vaccine Astrazeneca to supply Malaysia 6.4 mln vaccine doses # VaksinCovid19 #vaccines @MuhyiddinYassin @DrAdhamBaba @Khairykj @AstraZeneca @KKMPutrajaya @officialmosti [Infografik / Infographics] 
yohanbalado,6/12/2019 16:52,"Gimana Kalau Nggak Ada Vaksin Corona?
Sebuah video kolaborasi bersama @kokbisa
Dalam menghadapi pandemi Covid-19 ini, kedatangan vaksin pasti jadi sebuah harapan baru buat semua orang.

#VaksinUntukKita https://t.co/p404W8216X","Gimana Kalau Nggak Ada Vaksin Corona? Sebuah video kolaborasi bersama @kokbisa Dalam menghadapi pandemi Covid-19 ini, kedatangan vaksin pasti jadi sebuah harapan baru buat semua orang. #VaksinUntukKita","What if there is no Corona vaccine? A collaborative video with @kokbisa. In the face of the Covid-19 pandemic, the arrival of a vaccine is definitely a new hope for everyone. #VaccinesFor Us "
munirahmazzuki,5/29/2011 18:27,"Ketahui bagaimana vaksin berfungsi dalam badan kita. 

#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan https://t.co/r4kHNP5yrX",Ketahui bagaimana vaksin berfungsi dalam badan kita. #KomunikasiKita #VaksinCovid19 #JabatanPenerangan,Learn how vaccines work in our bodies. #KomunikasiKita # VaksinCovid19 #JabatanPenerangan 
V3N0MV7,5/2/2019 15:21,Kerajaan sebenarnya akan membelanjakan RM2.05 bilion untuk tujuan itu. #FMTNews #Mosti #Vaksin #Covid19  https://t.co/GptNl04TlZ,Kerajaan sebenarnya akan membelanjakan RM2.05 bilion untuk tujuan itu. #FMTNews #Mosti #Vaksin #Covid19,The government will actually spend RM2.05 billion for that purpose. #FMTNews #Mosti #Vaksin # Covid19 
Bisikan1985,9/23/2020 9:16,"Terus patuhi SOP walaupun terima suntikan #vaksin #COVID19

https://t.co/uqeeGDvF1Y https://t.co/O3aDTBboWI",Terus patuhi SOP walaupun terima suntikan #vaksin #COVID19,Continue to comply with the SOP even if you receive the # COVID19 vaccine 
pmrkeningau,3/9/2017 0:32,"Perkembangan Semasa Pembekalan Vaksin COVID-19 Malaysia

📑 Semua perjanjian memberikan Malaysia akses vaksin bagi keperluan 83% rakyat Malaysia atau 26.5 juta.

Sumber : Jawatankuasa Khas Jaminan Akses Bekalan Vaksin COVID-19 (JKJAV)

#JaPenSabah
#VaksinCOVID19 https://t.co/uyJ5xAj0oq",Perkembangan Semasa Pembekalan Vaksin COVID-19 Malaysia Semua perjanjian memberikan Malaysia akses vaksin bagi keperluan 83% rakyat Malaysia atau 26.5 juta. Sumber : Jawatankuasa Khas Jaminan Akses Bekalan Vaksin COVID-19 (JKJAV) #JaPenSabah #VaksinCOVID19,Current Developments in the Supply of COVID-19 Malaysia Vaccines All agreements give Malaysia access to vaccines for the needs of 83% of Malaysians or 26.5 million. Source: COVID-19 Vaccine Supply Guarantee Special Committee (JKJAV) #JaPenSabah # VaksinCOVID19 
pmrkeningau,3/9/2017 0:32,"VAKSIN COVID19 - PM ANTARA INDIVIDU TERAWAL BAKAL TERIMA SUNTIKAN

Sumber : Majlis Keselamatan Negara

#JaPenSabah 
#VaksinCovid19 
#KomunikasiKita https://t.co/NuDtrHQ8uL",VAKSIN COVID19 - PM ANTARA INDIVIDU TERAWAL BAKAL TERIMA SUNTIKAN Sumber : Majlis Keselamatan Negara #JaPenSabah #VaksinCovid19 #KomunikasiKita,COVID19 VACCINE - PM AMONG EARLY INDIVIDUALS WILL RECEIVE INJECTIONS Source: National Security Council #JaPenSabah # VaksinCovid19 #KomunikasiKita 
dwik_pangga35,9/13/2020 11:39,"Vaksin buat menekan pandemi global telah tiba. Apalagi vaksin tersebut akan dibagikan secara gratis buat masyarakat. Inilah momentum kebangkitan untuk perbaikan ekonomi Indonesia kedepan.
#EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis https://t.co/lYhrh5QTsk",Vaksin buat menekan pandemi global telah tiba. Apalagi vaksin tersebut akan dibagikan secara gratis buat masyarakat. Inilah momentum kebangkitan untuk perbaikan ekonomi Indonesia kedepan. #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis,"Vaccines to suppress the global pandemic have arrived. Moreover, the vaccine will be distributed free of charge to the public. This is a revival momentum for future improvement in Indonesia's economy. #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis "
CoretanMasDede,3/6/2010 15:06,"Untung gratis. Kalo bayar, nggak kebayang warga netizen bakal kek apa ributnya di sosmed. Secara ekonomi susah. Untung gratis sih.

#EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis https://t.co/V4DoamjFcc","Untung gratis. Kalo bayar, nggak kebayang warga netizen bakal kek apa ributnya di sosmed. Secara ekonomi susah. Untung gratis sih. #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis","Luckily it's free. If you pay, you can't imagine what the fuss of the netizens will be on social media. Economically difficult. Luckily it's free. #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis "
fmtoday,1/5/2010 16:17,Kerajaan sebenarnya akan membelanjakan RM2.05 bilion untuk tujuan itu. #FMTNews #Mosti #Vaksin #Covid19  https://t.co/GptNl04TlZ,Kerajaan sebenarnya akan membelanjakan RM2.05 bilion untuk tujuan itu. #FMTNews #Mosti #Vaksin #Covid19,The government will actually spend RM2.05 billion for that purpose. #FMTNews #Mosti #Vaksin # Covid19 
uniulaya,9/6/2020 10:42,"Sudah tau kan gaiss kalo Presiden @jokowi menggratiskan vaksin. Harapan terbaik semoga langkah ini bisa menjadi herd immunity dan menyelesaikan masalah pandemi di Indonesia. Amiiin

#EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis https://t.co/uKCVmkG7bt",Sudah tau kan gaiss kalo Presiden @jokowi menggratiskan vaksin. Harapan terbaik semoga langkah ini bisa menjadi herd immunity dan menyelesaikan masalah pandemi di Indonesia. Amiiin #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis,You already know gaiss if the President @jokowi is giving you a vaccine. The best hope is that this step can become herd immunity and solve the pandemic problem in Indonesia. Amiiin #EkonomiIndonesia #IndonesiaMaju #PEN #CiptaKerja #KitaButuhCiptaKerja #VaksinGratis 
afifbrakhman,2/22/2019 13:43,"Kekebalan spesifik sebuah kelompok/komunitas terhadap penyebab penyakit tertentu bisa dipicu secara acak-alamiah dan atau tertata-dengan campur tangan upaya manusia melalui vaksinasi/imunisasi.

#VaksinUntukKita #VaksinUntukSemua #SehatUntukSemua",Kekebalan spesifik sebuah kelompok/komunitas terhadap penyebab penyakit tertentu bisa dipicu secara acak-alamiah dan atau tertata-dengan campur tangan upaya manusia melalui vaksinasi/imunisasi. #VaksinUntukKita #VaksinUntukSemua #SehatUntukSemua,The specific immunity of a group / community to certain disease causes can be triggered randomly-naturally and / or managed-by human intervention efforts through vaccination / immunization. #VaccineFor Us #VaccineForAll #HealthyForAll 
afifbrakhman,2/22/2019 13:43,"Dalam buku yang saya tulis, ada satu bab yang bahas sedikit soal vaksin. Peran vaksin adalah membentuk kekebalan kelompok secara lebih rapi dan lebih cepat. Lebih terukur dan bisa mencegah lebih banyak lagi pasien.

#VaksinUntukKita #VaksinUntukSemua #SehatUntukSemua","Dalam buku yang saya tulis, ada satu bab yang bahas sedikit soal vaksin. Peran vaksin adalah membentuk kekebalan kelompok secara lebih rapi dan lebih cepat. Lebih terukur dan bisa mencegah lebih banyak lagi pasien. #VaksinUntukKita #VaksinUntukSemua #SehatUntukSemua","In the book I wrote, there is a chapter that discusses a little about vaccines. The role of vaccines is to form herd immunity in a neater and faster way. More scalable and can prevent more patients. #VaccineFor Us #VaccineForAll #HealthyForAll "
